"","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"1852",694,"15-10-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,98,39,"winter",3,0
"1853",694,"19-10-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,94,40,"winter",3,0
"1854",694,"28-10-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,94,39,"winter",3,0
"1855",694,"03-11-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,112,39,"winter",3,0
"1856",694,"06-11-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,117,40,"winter",3,0
"1857",694,"11-11-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,11,119,43,"winter",3,0
"1858",694,"13-11-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,117,41,"winter",3,0
"1859",694,"17-11-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,113,37,"winter",3,0
"1860",694,"19-11-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,112,38,"winter",3,0
"1861",694,"23-11-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,116,39,"winter",3,0
"1862",694,"26-11-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,117,42,"winter",3,0
"1863",694,"30-11-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,117,40,"winter",3,0
"1864",694,"01-12-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,101,41,"winter",4,0
"1865",694,"03-12-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,105,44,"winter",4,0
"1866",694,"08-12-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,99,43,"winter",4,0
"1867",694,"10-12-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,95,41,"winter",4,0
"1868",694,"15-12-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,107,46,"winter",4,0
"1869",694,"17-12-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,104,44,"winter",4,0
"1870",694,"22-12-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,99,40,"winter",4,0
"1871",694,"26-12-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,100,42,"winter",4,0
"1872",694,"29-12-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,97,38,"winter",4,0
"1873",695,"02-01-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,132,58,"winter",1,1
"1874",695,"07-01-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,133,53,"winter",1,1
"1875",695,"09-01-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,122,47,"winter",1,1
"1876",695,"13-01-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,120,55,"winter",1,1
"1877",695,"15-01-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,121,58,"winter",1,1
"1878",695,"19-01-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,104,50,"winter",1,1
"1879",695,"22-01-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,116,48,"winter",1,1
"1880",695,"27-01-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,116,58,"winter",1,1
"1881",695,"29-01-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,124,49,"winter",1,1
"1882",695,"02-02-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,47,"winter",1,1
"1883",695,"05-02-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,107,56,"winter",1,1
"1884",695,"09-02-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,125,39,"winter",1,1
"1885",695,"12-02-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,125,44,"winter",1,1
"1886",695,"16-02-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,51,"winter",1,1
"1887",695,"19-02-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,114,58,"winter",1,1
"1888",695,"23-02-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,46,"winter",1,1
"1889",695,"26-02-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,116,49,"winter",1,1
"1890",695,"02-03-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,98,49,"summer",1,1
"1891",695,"05-03-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,118,46,"summer",1,1
"1892",695,"09-03-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,105,51,"summer",1,1
"1893",695,"12-03-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,86,42,"summer",1,1
"1894",695,"16-03-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,100,50,"summer",1,1
"1895",695,"19-03-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,112,39,"summer",1,1
"1896",695,"23-03-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,94,47,"summer",1,1
"1897",695,"26-03-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,113,44,"summer",1,1
"1898",695,"30-03-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,111,40,"summer",1,1
"1899",695,"02-04-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,82,39,"summer",2,1
"1900",695,"04-04-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,86,44,"summer",2,1
"1901",695,"07-04-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,115,46,"summer",2,1
"1902",695,"09-04-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,97,42,"summer",2,1
"1903",695,"16-04-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,97,38,"summer",2,1
"1904",695,"17-04-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,91,41,"summer",2,1
"1905",695,"21-04-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,102,40,"summer",2,1
"1906",695,"22-04-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,115,44,"summer",2,1
"1907",695,"28-04-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,104,37,"summer",2,1
"1908",695,"05-05-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,83,41,"summer",2,1
"1909",695,"07-05-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,102,39,"summer",2,1
"1910",695,"12-05-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,108,45,"summer",2,1
"1911",695,"14-05-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,99,42,"summer",2,1
"1912",695,"19-05-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,9,94,38,"summer",2,1
"1913",695,"21-05-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,103,40,"summer",2,1
"1914",695,"26-05-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,114,46,"summer",2,1
"1915",695,"28-05-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,105,41,"summer",2,1
"1916",695,"29-05-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,101,38,"summer",2,1
"1917",695,"02-06-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,118,41,"summer",2,1
"1918",695,"04-06-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,79,42,"summer",2,1
"1919",695,"08-06-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,76,40,"summer",2,1
"1920",695,"09-06-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,87,39,"summer",2,1
"1921",695,"18-06-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,94,45,"summer",2,1
"1922",695,"19-06-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,85,37,"summer",2,1
"1923",695,"23-06-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,72,39,"summer",2,1
"1924",695,"25-06-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,95,44,"summer",2,1
"1925",695,"30-06-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,77,42,"summer",2,1
"1926",695,"01-07-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,11,112,41,"rainy",2,1
"1927",695,"06-07-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,114,46,"rainy",2,1
"1928",695,"08-07-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,86,39,"rainy",2,1
"1929",695,"09-07-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,79,42,"rainy",2,1
"1930",695,"14-07-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,105,37,"rainy",2,1
"1931",695,"16-07-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,100,44,"rainy",2,1
"1932",695,"21-07-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,85,47,"rainy",2,1
"1933",695,"23-07-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,86,38,"rainy",2,1
"1934",695,"28-07-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,85,42,"rainy",2,1
"1935",695,"04-08-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,100,48,"rainy",3,1
"1936",695,"06-08-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,96,42,"rainy",3,1
"1937",695,"11-08-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,100,47,"rainy",3,1
"1938",695,"13-08-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,84,38,"rainy",3,1
"1939",695,"18-08-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,79,36,"rainy",3,1
"1940",695,"20-08-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,84,39,"rainy",3,1
"1941",695,"25-08-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,84,40,"rainy",3,1
"1942",695,"27-08-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,86,43,"rainy",3,1
"1943",695,"31-08-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,86,42,"rainy",3,1
"1944",695,"01-09-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,130,49,"rainy",3,1
"1945",695,"03-09-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,124,46,"rainy",3,1
"1946",695,"08-09-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,123,50,"rainy",3,1
"1947",695,"10-09-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,41,"rainy",3,1
"1948",695,"15-09-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,113,39,"rainy",3,1
"1949",695,"16-09-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,109,43,"rainy",3,1
"1950",695,"22-09-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,99,42,"rainy",3,1
"1951",695,"24-09-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,44,"rainy",3,1
"1952",695,"29-09-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,102,43,"rainy",3,1
"1953",695,"01-10-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,97,39,"winter",3,1
"1954",695,"06-10-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,104,42,"winter",3,1
"1955",695,"08-10-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,100,40,"winter",3,1
"1956",695,"13-10-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,105,42,"winter",3,1
"1957",695,"15-10-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,103,44,"winter",3,1
"1958",695,"19-10-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,101,45,"winter",3,1
"1959",695,"28-10-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,95,39,"winter",3,1
"1960",695,"03-11-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,114,42,"winter",3,1
"1961",695,"06-11-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,111,39,"winter",3,1
"1962",695,"11-11-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,14,262,47,"winter",3,1
"1963",695,"13-11-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,117,40,"winter",3,1
"1964",695,"17-11-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,116,43,"winter",3,1
"1965",695,"19-11-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,121,41,"winter",3,1
"1966",695,"23-11-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,124,44,"winter",3,1
"1967",695,"26-11-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,38,"winter",3,1
"1968",695,"30-11-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,124,43,"winter",3,1
"1969",695,"01-12-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,92,36,"winter",4,1
"1970",695,"03-12-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,108,45,"winter",4,1
"1971",695,"08-12-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,11,93,37,"winter",4,1
"1972",695,"10-12-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,98,40,"winter",4,1
"1973",695,"15-12-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,102,42,"winter",4,1
"1974",695,"17-12-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,108,46,"winter",4,1
"1975",695,"22-12-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,93,39,"winter",4,1
"1976",695,"26-12-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,102,41,"winter",4,1
"1977",695,"29-12-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,104,43,"winter",4,1
"1978",696,"02-01-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,15,134,59,"winter",1,1
"1979",696,"05-01-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,18,95,46,"winter",1,1
"1980",696,"08-01-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,16,112,48,"winter",1,1
"1981",696,"12-01-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,14,148,74,"winter",1,1
"1982",696,"15-01-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,15,149,120,"winter",1,1
"1983",696,"20-01-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,16,190,67,"winter",1,1
"1984",696,"22-01-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,16,192,85,"winter",1,1
"1985",696,"27-01-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,13,112,52,"winter",1,1
"1986",696,"29-01-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,15,137,68,"winter",1,1
"1987",696,"03-02-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,15,190,81,"winter",1,1
"1988",696,"06-02-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,18,117,47,"winter",1,1
"1989",696,"10-02-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,16,215,48,"winter",1,1
"1990",696,"12-02-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,14,122,49,"winter",1,1
"1991",696,"17-02-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,16,84,43,"winter",1,1
"1992",696,"20-02-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,177,57,"winter",1,1
"1993",696,"24-02-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,16,171,67,"winter",1,1
"1994",696,"27-02-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,13,144,56,"winter",1,1
"1995",696,"03-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,82,42,"summer",1,1
"1996",696,"06-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,17,162,22,"summer",1,1
"1997",696,"10-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,18,153,38,"summer",1,1
"1998",696,"12-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,15,173,56,"summer",1,1
"1999",696,"17-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",18,17,185,55,"summer",1,1
"2000",696,"20-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,17,176,85,"summer",1,1
"2001",696,"24-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",18,16,175,72,"summer",1,1
"2002",696,"26-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,15,175,89,"summer",1,1
